,Man_n,Q(m3/s),area(m2),r,stage(m),vel(m/s),wp(m)
2013-04-16 15:00:00,0.067,0.66,2.24927922,0.4027288946847266,0.54,0.29347564574578944,5.585095208430058
2013-03-07 19:45:00,0.067,0.683,2.29804722,0.4103132755225746,0.55,0.2971487578850949,5.600713788929225
2013-03-06 14:45:00,0.067,0.706,2.34681522,0.417843760282783,0.56,0.3007734431999589,5.616489805691371
2013-04-16 14:15:00,0.067,0.729,2.3955832199999993,0.4253207226108113,0.57,0.3043508849181629,5.632415945535934
2013-04-17 03:00:00,0.067,0.753,2.4443512199999997,0.4327445509547898,0.58,0.30788222193685877,5.648485265977084
2013-04-23 17:00:00,0.067,0.776,2.493119219999999,0.44011564642349643,0.59,0.311368551029039,5.6646911789203305
2013-04-17 03:15:00,0.067,0.8,2.5418872199999996,0.4474344208590338,0.6,0.3148109289096176,5.68102743441107
2013-03-06 14:30:00,0.067,0.824,2.5906552199999995,0.4547012951056935,0.61,0.3182103741737346,5.697488104576021
2013-03-11 03:45:00,0.067,0.849,2.63942322,0.46191669745754493,0.62,0.3215678691181561,5.714067567870484
2013-04-28 11:30:00,0.067,0.873,2.68819122,0.4690810622683968,0.63,0.32488436145520994,5.730760493720129
2014-11-23 03:00:00,0.067,0.898,2.7369592199999997,0.4761948287089381,0.64,0.3281607659275354,5.747561827625171
2013-03-06 14:15:00,0.067,0.923,2.78572722,0.48325843965701815,0.65,0.33139796583096237,5.764466776777055
2013-05-01 00:00:00,0.067,0.948,2.8344952200000004,0.4902723407081486,0.66,0.3345968144520379,5.781470796222891
2013-04-30 23:45:00,0.067,0.942,2.884253819999999,0.47277302180541186,0.67,0.32658682765413904,6.100715749358317
2013-04-16 13:45:00,0.067,0.969,2.9360698199999997,0.480541660439036,0.68,0.330154765188242,6.109917332281921
2013-04-28 21:30:00,0.067,0.997,2.9878858200000002,0.4882585006031264,0.69,0.33367992728301654,6.119475270393005
2013-05-01 01:00:00,0.067,1.025,3.0397018199999994,0.49592268439924936,0.7,0.3371626999083523,6.1293865266160035
2013-04-28 11:15:00,0.067,1.053,3.0915178199999995,0.5035334713226224,0.71,0.3406034975036107,6.1396471060395745
2013-03-11 03:30:00,0.067,1.082,3.144674939999999,0.5112383093353994,0.72,0.3440692019179369,6.151094083868675
2014-04-30 15:00:00,0.067,1.111,3.1980149399999998,0.5189080002502237,0.73,0.3475018474192499,6.162970966833964
2013-05-01 00:30:00,0.067,1.141,3.25135494,0.5265219313855815,0.74,0.35089284869997084,6.175155765010241
2013-04-28 21:15:00,0.067,1.171,3.3046949399999996,0.5340798467938679,0.75,0.3542427742591277,6.187642091043872
2014-07-31 01:30:00,0.067,1.201,3.35803494,0.5415815985694336,0.76,0.35755221543853594,6.200422888942529
2014-07-05 08:00:00,0.067,1.231,3.4113749400000004,0.5490271412148964,0.77,0.360821784209348,6.213490525170128
2013-04-23 16:00:00,0.067,1.261,3.4647149399999995,0.5564165251041097,0.78,0.36405211061811266,6.22683688151017
2013-04-23 14:45:00,0.067,1.323,3.57139494,0.5710274537525194,0.8,0.3703976300552863,6.254331410040796
2014-12-09 10:45:00,0.067,1.354,3.62473494,0.5782495116825839,0.81,0.37351414789247006,6.26846173973029
2013-04-28 11:00:00,0.067,1.385,3.6780749399999997,0.5854164213466261,0.82,0.37659406709512744,6.282835270557272
2014-12-22 09:45:00,0.067,1.48,3.83809494,0.6065906580316646,0.85,0.3856210076699735,6.327322864572781
2014-07-31 00:30:00,0.067,1.512,3.8914349399999995,0.6135415919908541,0.86,0.3885613022985161,6.342577244637733
2013-04-30 23:00:00,0.067,1.544,3.9447749399999994,0.6204398826825345,0.87,0.39146837056104594,6.358029279072722
2014-07-05 07:45:00,0.067,1.577,3.9981149399999993,0.6272861265219831,0.88,0.39434287203218604,6.37367027733856
2013-04-23 15:15:00,0.067,1.609,4.05145494,0.6340809382586128,0.89,0.39718545715705245,6.389491775492541
2013-04-23 15:00:00,0.067,1.642,4.10479494,0.6408249462680903,0.9,0.3999967659351561,6.405485560299569
2014-04-06 12:30:00,0.067,1.708,4.21147494,0.6541631081473335,0.92,0.4055280558550066,6.437958496203477
2013-04-23 15:45:00,0.067,1.775,4.318154939999999,0.6673057650856891,0.94,0.4109416162653644,6.471028973420458
2014-07-31 00:45:00,0.067,1.842,4.424834939999999,0.6802580698957086,0.96,0.41624210430497444,6.504641599736373
2014-07-29 12:45:00,0.067,1.91,4.531514939999999,0.6930251049281685,0.98,0.4214339496093853,6.538745721873506
2014-07-29 15:15:00,0.067,1.944,4.58485494,0.6993407027720778,0.99,0.4239904525269838,6.555967530312976
2013-04-30 22:45:00,0.067,2.152,4.904894939999999,0.7363209520909695,1.05,0.43880844706206085,6.6613545710892925
2014-07-31 21:30:00,0.067,2.188,4.95823494,0.7423374090115438,1.06,0.4411955309190929,6.679220095619479
2013-04-23 15:30:00,0.067,2.223,5.01157494,0.7483133362037783,1.07,0.4435601587334139,6.697161065475471
2014-07-29 12:30:00,0.067,2.258,5.0649149399999995,0.7542492502371284,1.08,0.44590273026282706,6.715173980494699
2014-07-29 13:30:00,0.067,2.294,5.11825494,0.7601456563048038,1.09,0.4482236338778784,6.733255524843357
2014-11-22 21:00:00,0.067,2.439,5.33253696,0.7833656052624107,1.13,0.45730562111268275,6.807213546494314
2014-07-29 14:30:00,0.067,2.663,5.6617209599999985,0.8173157824570387,1.19,0.47042471481701686,6.927213546494314
2014-07-29 16:15:00,0.067,2.701,5.71658496,0.8228601181958324,1.2,0.4725497625661528,6.947213546494314
2014-07-29 12:15:00,0.067,3.01,6.15549696,0.8660914604199903,1.28,0.48895930035243884,7.1072135464943145
2014-07-29 13:45:00,0.067,3.049,6.21036096,0.8713589005698743,1.29,0.4909398149594192,7.127213546494314
2014-07-29 15:45:00,0.067,3.088,6.265224959999999,0.8765968610344759,1.3,0.4929052919874136,7.147213546494314
2014-07-29 12:00:00,0.067,3.447,6.75900096,0.9224517501927901,1.39,0.5099481018607811,7.327213546494313
