"Date Time, GMT-11:00",Timu2daily
2014-08-14,0.0
2014-08-15,0.0
2014-08-16,2.794
2014-08-17,8.636
2014-08-18,1.524
2014-08-19,10.16
2014-08-20,3.302
2014-08-21,0.0
2014-08-22,0.0
2014-08-23,6.603999999999999
2014-08-24,0.254
2014-08-25,0.254
2014-08-26,1.016
2014-08-27,4.572
2014-08-28,0.0
2014-08-29,0.508
2014-08-30,0.508
2014-08-31,6.095999999999999
2014-09-01,0.0
2014-09-02,1.27
2014-09-03,0.0
2014-09-04,0.0
2014-09-05,0.0
2014-09-06,0.254
2014-09-07,0.0
2014-09-08,1.016
2014-09-09,9.398000000000001
2014-09-10,0.0
2014-09-11,0.0
2014-09-12,0.254
2014-09-13,2.794
2014-09-14,7.619999999999999
2014-09-15,7.112
2014-09-16,0.0
2014-09-17,3.556
2014-09-18,1.016
2014-09-19,0.0
2014-09-20,0.254
2014-09-21,0.0
2014-09-22,3.81
2014-09-23,13.208000000000002
2014-09-24,4.571999999999999
2014-09-25,17.526
2014-09-26,2.032
2014-09-27,1.524
2014-09-28,2.794
2014-09-29,0.254
2014-09-30,0.0
2014-10-01,0.0
2014-12-16,8.889999999999999
2014-12-17,0.762
2014-12-18,21.844000000000005
2014-12-19,84.074
2014-12-20,7.112
2014-12-21,80.01000000000003
2014-12-22,57.403999999999996
2014-12-23,0.0
2014-12-24,0.0
2014-12-25,0.762
2014-12-26,32.51199999999999
2014-12-27,4.826
2014-12-28,8.889999999999999
2014-12-29,6.35
