"Date Time, GMT-11:00",Timu1daily
2013-03-29,0.0
2013-03-30,0.0
2013-03-31,0.0
2013-04-01,0.0
2013-04-02,0.0
2013-04-03,3.302
2013-04-04,8.127999999999997
2013-04-05,0.0
2013-04-06,1.778
2013-04-07,0.0
2013-04-08,0.0
2013-04-09,12.953999999999997
2013-04-10,0.762
2013-04-11,9.143999999999997
2013-04-12,0.508
2013-04-13,9.905999999999997
2013-04-14,3.048
2013-04-15,1.27
2013-04-16,52.069999999999915
2013-04-17,16.763999999999985
2013-04-18,1.27
2013-04-19,18.034000000000006
2013-04-20,7.873999999999997
2013-04-21,1.524
2013-04-22,3.556
2013-04-23,48.00599999999999
2013-04-24,0.0
2013-04-25,0.508
2013-04-26,0.762
2013-04-27,11.937999999999997
2013-04-28,70.10399999999998
2013-04-29,5.587999999999997
2013-04-30,65.02399999999999
2013-05-01,4.571999999999999
2013-05-02,6.095999999999998
2013-05-03,1.778
2013-05-04,0.0
2013-05-05,0.0
2013-05-06,0.254
2013-05-07,0.0
2013-05-08,0.0
2013-05-09,0.0
2013-05-10,12.699999999999987
2013-05-11,35.05200000000001
2013-05-12,7.111999999999998
2013-05-13,4.064
2013-05-14,0.0
2013-05-15,0.0
2013-05-16,1.016
2013-05-17,0.254
2013-05-18,0.762
2013-05-19,8.127999999999997
2013-05-20,0.0
2013-05-21,0.0
2013-05-22,0.0
2013-05-23,1.778
2013-05-24,10.159999999999997
2013-05-25,0.0
2013-05-26,0.762
2013-05-27,0.508
2013-05-28,7.111999999999999
2013-05-29,1.524
2013-05-30,6.603999999999996
2013-05-31,0.508
2013-06-01,0.508
2013-06-02,3.048
2013-06-03,0.508
2013-06-04,10.413999999999994
2013-06-05,80.77200000000012
2013-06-06,0.0
2013-06-07,0.0
2013-06-08,0.0
2013-06-09,21.59000000000001
2013-06-10,4.318
2013-06-11,1.27
2013-06-12,3.302
2013-06-13,16.50999999999999
2013-06-14,1.27
2013-06-15,8.381999999999996
2013-06-16,33.528000000000006
2013-06-17,0.0
2013-06-18,0.0
2013-06-19,1.016
2013-06-20,0.762
2013-06-21,5.334
2013-06-22,1.27
2013-06-23,4.318
2013-06-24,16.002000000000002
2013-06-25,18.795999999999992
2013-06-26,1.016
2014-02-11,0.0
2014-02-12,0.0
2014-02-13,1.016
2014-02-14,0.0
2014-02-15,2.794
2014-02-16,0.762
2014-02-17,4.825999999999999
2014-02-18,8.889999999999999
2014-02-19,4.064
2014-02-20,17.526
2014-02-21,8.635999999999992
2014-02-22,0.254
2014-02-23,0.762
2014-02-24,3.302
2014-02-25,8.635999999999994
2014-02-26,14.477999999999993
2014-02-27,40.89400000000001
2014-02-28,1.778
2014-03-01,3.81
2014-03-02,15.493999999999991
2014-03-03,5.3340000000000005
