"TOA5","N2","CR2xx","No_SN","CR200X.Std.02","15min_100times_only.CR2","24549","Public"
"TIMESTAMP","RECORD","BattV","Turb_BS_Median","Turb_BS_Mean","Turb_BS_STD","Turb_BS_Min","Turb_BS_Max","Turb_SS_Median","Turb_SS_Mean","Turb_SS_STD","Turb_SS_Min","Turb_SS_Max"
"TS","RN","Volts","","","","","","","","","",""
"","","","","","","","","","","","",""
"2014-05-15 13:33:18",9294,12.16431,1.437058,1.466113,0.1095919,1.312135,1.970157,1.998558,2.114,0.4613946,1.731826,5.324224
